Unnamed: 0.1,Unnamed: 0,produitID,name,prix,link,imgCover,REFERENCE,description,techniqueDetails,EAN_x,PRIX TARIF N_x,EAN_y,PRIX TARIF N_y,BRAND
10,10,5394,Batterie pour outillage électroportatif 18V 5AH GBA,"86,00",https://www.prolians.fr/batterie-pour-outillage-electroportatif-18v-5ah-gba-bosch56735577.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/5/6/56735577_0_20250419055526_1.jpg,1600A002U5,"

            Description du produit 

            La batterie GBA 18V 5.0Ah Professional est conçue pour offrir une grande autonomie. Sa grande capacité permet de bénéficier d’une autonomie 25 % plus élevée qu’avec la batterie 18V 4.0 Ah. Elle bénéficie par ailleurs de la technologie COOLPACK 1.0 assurant une bonne évacuation vers l’extérieur de la chaleur produite à l’intérieur des cellules. En évacuant cette chaleur néfaste pour les cellules, la technologie COOLPACK accroît la longévité de la batterie et permet une utilisation plus longue. Compatible avec tous les outils et chargeurs du Professional 18V System Bosch et de l’alliance AMPShare. 
",,3165140791649.0,95,3165140791649.0,95,BOSCH
11,11,5395,Meule à tronçonner 125 mm carbure multi-matériaux Expert X-LOCK,"37,94",https://www.prolians.fr/meule-a-tronconner-125-mm-carbure-multi-materiaux-expert-x-lock-bosch68126010.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/8/68126010_0_20250412083411_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/8/68126010_1_20250412083411_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/8/68126010_2_20250412083412_1.jpg",2608901193,"

            Description du produit 

            La meule à tronçonner 125 mm multi-matériaux Expert X-LOCK est dotée de la technologie Carbide, assurant une longue durée de vie pour des coupes dans divers matériaux. Sa durabilité exceptionnelle est garantie par la technologie Bosch Carbide Technology. Le corps en acier avancé permet de maintenir une vitesse et une profondeur de coupe constantes. Cette meule est compatible avec les meuleuses angulaires à écrou de serrage standard grâce à un alésage de 22,23 mm. 
",,4059952567518.0,27,4059952567518.0,27,BOSCH
12,12,5396,"Lame de scie sabre  S 922 AF FLEXIBLE pour le métal - 150x19x0,9 mm - 5 pièces","42,26",https://www.prolians.fr/lame-de-scie-sabre-s-922-af-flexible-pour-le-metal-150x19x0-9-mm-5-pieces-bosch17247557.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/1/7/17247557_0_20250412011442_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/1/7/17247557_1_20250412011443_1.jpg",2608656013,"

            Description du produit 

            Lame de scie sabre S 922 AF Flexible for Metal pour une découpe sans effort dans le métal 
",,3165140093491.0,"25,87",3165140093491.0,"25,87",BOSCH
13,13,5397,Lame oscillante plongeante 30 x 32 mm AIZ 32 AB BIM-METAL,"29,05",https://www.prolians.fr/lame-oscillante-plongeante-30-x-32-mm-aiz-32-ab-bim-metal-bosch45735826.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/4/5/45735826_0_20250412041338_1.jpg,2608661688,"

            Description du produit 

            Lame Starlock AIZ 32 AB pour une longévité extrême lors de la coupe d’acier non trempé. 
",,3165140545525.0,"19,04",3165140545525.0,"19,04",BOSCH
14,14,5398,Foret béton 4 taillants SDS+ 7X EXPERT,"44,68",https://www.prolians.fr/foret-beton-4-taillants-sds-7x-expert-boschp778715.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/p/7/p778715_0_20250419132145_1.jpg,-,"

            Description du produit 

            Longue durée de vie pour le perçage dans le béton armé.Tête de foret exceptionnellement résistante avec la technologie Bosch Carbide Technology.Perçage du béton armé avec une tête entièrement en carbure à 4 taillants.Convient à tous les marteaux burineurs SDS plus. 
",,,,,,BOSCH
16,16,5400,Lame oscillante plongeante 32 x 50 mm AIZ32APB,"31,72",https://www.prolians.fr/lame-oscillante-plongeante-32-x-50-mm-aiz32apb-bosch45735958.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/4/5/45735958_0_20250419042931_1.jpg,2608661644,"

            Description du produit 

            Lame plongeante BIM AIZ 32 APB Wood and Metal 50 x 32 mm; AIZ 32 APB ; Lame plongeante BIM Wood and Metal; Coupes plongeantes profondes dans le bois et dérivés et dans les matières plastiques; Tronçonnage de tubes et de profilés de faibles dimensions en métal non ferreux; Tronçonnage de clous, de vis et de profilés en acier de petites dimensions, non trempés Hauteur (mm): 168 , Largeur (mm): 96 , Profondeur (mm): 17 
",,3165140492478.0,"19,64",3165140492478.0,"19,64",BOSCH
17,17,5401,Batterie pour outillage électroportatif PROCORE 18V,"89,00",https://www.prolians.fr/batterie-pour-outillage-electroportatif-procore-18v-boschp7302yx.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/p/7/p7302yx_0_20250412113656_1.jpg,-,"

            Description du produit 

            Les batteries ProCORE 18V Professional de Bosch se distinguent par leur légèreté et compacité, tout en offrant des performances équivalentes aux modèles standards grâce à leurs cellules de nouvelle génération. Équipées de la technologie COOLPACK 2.0, elles assurent une meilleure dissipation de chaleur, prolongeant ainsi leur durée de vie jusqu'à 135 % par rapport aux batteries classiques, même pour des applications exigeantes. Compatibles avec tous les outils et chargeurs du système Professional 18V Bosch et de l’alliance AMPShare, elles sont parfaitement adaptées aux besoins des professionnels pour des travaux intensifs et prolongés. 
",,,,,,BOSCH
18,18,5402,"Perforateur burineur filaire SDS+ 880W 3,2J GBH 2-28 F coffret MY36","239,00",https://www.prolians.fr/perforateur-burineur-filaire-sds-880w-3-2j-gbh-2-28-f-coffret-my36-bosch61152490.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/1/61152490_0_20250412063359_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/1/61152490_1_20250412063400_1.jpg",0611267600,"

            Description du produit 

            Le perforateur filaire GBH 2-28 F Professional est le modèle le plus performant de la gamme Bosch SDS plus de 2 kg, équipé d'un mandrin interchangeable. Avec une force de frappe de 3,2 J, il offre une puissance optimale pour le perçage et le burinage dans le béton, la maçonnerie, le bois et le métal. Il dispose du KickBack Control pour une meilleure protection de l'utilisateur et du système Vibration Control pour un confort accru lors de travaux prolongés. Compatible avec divers dispositifs d’aspiration de poussière, il intègre également des fonctions pratiques telles que la réversibilité droite/gauche, l'embrayage de sécurité, le variateur de vitesse et le Vario-Lock.Livré avec une poignée supplémentaire, une butée de profondeur 210 mm, un chiffon, un mandrin Quick-Change 13 mm et un mandrin interchangeable SDS-plus et un coffret L-CASE. 
",,,,,,BOSCH
19,19,5403,Mandrin automatique pour outils électroportatifs pour foret SDS-plus,"118,52",https://www.prolians.fr/mandrin-automatique-pour-outils-electroportatifs-pour-foret-sds-plus-bosch29343128.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/2/9/29343128_0_20250412031841_1.jpg,2608572227,"

            Description du produit 

            Mandrin à serrage automatique pour foret SDS-Plus de qualité professionnel. S'adapte directement sur les perforateurs équipés d'un mandrin SDS-Plus afin d'utiliser des forets standards. Mandrin totalement réversible et possédant un blocage de sécurité. 
",,3165140370073.0,65,3165140370073.0,65,BOSCH
20,20,5404,"Perforateur burineur sans fil SDS+ 18V 2B5Ah 2,6J GBH 18V-26F MY36","499,00",https://www.prolians.fr/perforateur-burineur-sans-fil-sds-18v-2b5ah-2-6j-gbh-18v-26f-my36-bosch69263097.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/9/69263097_0_20250412092550_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/9/69263097_1_20250412092551_1.jpg",0611910007,"

            Description du produit 

            Le perforateur burineur sans fil SDS+ 18V 2,6J GBH 18V-26F est un modèle universel avec mandrin interchangeable. Il est compatible avec le dispositif d’aspiration GDE 18V-16 Professional, vendu séparément, pour constituer un système autonome de gestion des poussières de type HEPA. Ce modèle est doté des fonctions KickBack Control et EPC (Electronic Precision Control) pour offrir une meilleure maîtrise de l’outil et protéger l’utilisateur. Avec une force de frappe de 2,6 J, il garantit une progression rapide du perçage et une capacité de burinage élevée.Livré avec un mandrin interchangeable SDS plus, une poignée auxiliaire, un mandrin Quick-Change 13 mm, une butée de profondeur 210 mm et un coffret L-BOXX. 
",,3165140903547.0,635,3165140903547.0,635,BOSCH
21,21,5405,"Chargeur de batterie pour machine sans fil 14,4V/18V 8Ah GAL 1880CV","79,00",https://www.prolians.fr/chargeur-de-batterie-pour-machine-sans-fil-14-4v-18v-8ah-gal-1880cv-bosch58719358.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/5/8/58719358_0_20250412055815_1.jpg,1600A00B8G,"

            Description du produit 

            Le chargeur GAL 1880CV Professional de Bosch est un chargeur rapide et performant pour les batteries 18V. Avec un courant de charge de 8 A, il permet de recharger une batterie ProCORE18V 5.5 Ah à 80 % en seulement 35 minutes. Il est équipé de la technologie Active Air Cooling, qui optimise la durée de vie des batteries, en particulier les modèles GBA 18V standard. Ce chargeur est compatible avec toutes les batteries du système Professional 18V System de Bosch ainsi qu'avec l’alliance batteries multimarques AMPShare, offrant ainsi une flexibilité maximale pour les utilisateurs professionnels. 
",,3165140839327.0,89,3165140839327.0,89,BOSCH
22,22,5406,"Pack Starter Set batterie 2x5,0Ah + GAL 1880 CV","189,00",https://www.prolians.fr/pack-starter-set-batterie-2x5-0ah-gal-1880-cv-bosch58719366.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/5/8/58719366_0_20250419062435_1.jpg,1600A00B8J,"

            Description du produit 

            Composé de 2 batteries 5Ah Li-Ion avec témoin de charge intégré et d’un chargeur GAL 1880 CV.Jusqu’à 50% d’autonomie en plus par rapport aux batteries 4AhTechnologie CoolPack pour jusqu’à 100 % de longévité en plus (par rapport à une batterie sans CoolPack).Récupère 80 % de sa charge en seulement 35 min.Chargeur rapide multivoltage pour toutes les batteries de 14,4 à 18 V. 
",,3165140839341.0,235,3165140839341.0,235,BOSCH
23,23,5407,Coffret de 5 lames BEST FOR CUTTING STARLOCK 2608664131,"81,25",https://www.prolians.fr/coffret-de-5-lames-best-for-cutting-starlock-2608664131-bosch61521380.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/1/61521380_0_20250412063749_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/1/61521380_1_20250412063750_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/1/61521380_2_20250412063751_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/1/61521380_3_20250412063751_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/1/61521380_4_20250412063752_1.jpg",2608664131,"

            Description du produit 

            L'ensemble Starlock Best of Cutting 5pièces offre les lames nécessaires pour toutes applications bois et métal.Il contient des lames de grande longévité pour toutes sortes de travaux de découpeComposition coffret :- 1 Lame segment BIM 85mm pour sciage bois- 1 Lame plongeante 32 x 50 mm pour sciage d'ajustement des conduits, ba13, ...- 1 Lame plongeante BIM pour raccourcissement de dormants de porte- 1 Lame plongeante BIM pour agencement de terrasse en bois- 1 Lame plongeante carbure pour coupe à ras d'un clous en acier trempé 
",,3165140894715.0,"73,68",3165140894715.0,"73,68",BOSCH
24,24,5408,"Perforateur burineur sans fil SDS+ 18V 2 batteries 4 Ah 1,9J GBH 18V-22 L-BOXX","329,00",https://www.prolians.fr/perforateur-burineur-sans-fil-sds-18v-2-batteries-4-ah-1-9j-gbh-18v-22-l-boxx-bosch71407373.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/7/1/71407373_0_20250412094517_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/7/1/71407373_1_20250412094517_1.jpg",0611924002,"

            Description du produit 

            Le perforateur sans fil GBH 18V-22 Professional de Bosch est compact, léger et ergonomique, idéal pour des perçages confortables même en hauteur. Son design minimise la fatigue musculaire grâce à un centre de gravité bien équilibré, tandis que le KickBack Control et le Vibration Control garantissent une meilleure maîtrise et réduisent les vibrations dans les bras et les mains. Pour un environnement de travail plus propre, le perforateur est compatible avec le dispositif d’aspiration clipsable GDE 18V-12 Professional, facilitant ainsi l’élimination des poussières en un seul clic. Sa grande autonomie permet de travailler plus longtemps sans interruptions.Polyvalent, ce perforateur convient pour des perçages de 6 à 10 mm dans divers métiers : idéal pour les plombiers lors de l'installation de sanitaires, pour les menuisiers en préparation d’aménagements de cuisines, ou pour les électriciens effectuant des installations en hauteur. Compatible avec le Professional 18V System de Bosch et l'alliance de batteries AMPShare, il répond aux besoins de performance et de maniabilité des professionnels.Livré avec une butée de profondeur, un chiffon de nettoyage, 2 batteries GBA 18V 4.0Ah, un chargeur rapide GAL 18V-40 et un coffret L-BOXX. 
",,4053423242294.0,479,4053423242294.0,479,BOSCH
25,25,5409,Lot de deux meuleuses GWS1400 1400 et GWS22-230P 2200W,"199,00",https://www.prolians.fr/lot-de-deux-meuleuses-gws1400-1400-et-gws22-230p-2200w-bosch68496357.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/8/68496357_0_20250412084816_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/8/68496357_1_20250412084817_1.jpg",0601824805,"

            Description du produit 

            La meuleuse d'angle GWS 22-230 P Professional allie compacité et légèreté avec un interrupteur de sécurité PROtection, garantissant une meilleure protection de l'utilisateur. Son moteur de 2 200 W assure un taux d'enlèvement élevé pour des performances solides. La réduction de l'échauffement et l'amélioration du contact entre le moteur et les balais de charbon prolongent considérablement sa durée de vie. Lorsque l'interrupteur PROtection est relâché, l'outil s'éteint automatiquement, renforçant la sécurité. Elle est idéale pour les travaux de coupe sur métal et pierre.La meuleuse angulaire GWS 1400 Professional offre d'excellentes performances de meulage et une grande polyvalence pour les applications standard grâce à son moteur de 1 400 W, doté d'une constante électronique assurant une vitesse stable sous charge. Elle bénéficie d'une capacité de surcharge élevée grâce à un refroidissement moteur optimisé et garantit une sécurité accrue avec un démarrage progressif.Livré avec clé à ergots, flasque de serrage, écrou de serrage, couvercle de protection, poignée supplémentaire 
",,,,,,BOSCH
26,26,5410,"Perforateur burineur filaire SDS+ 830W 2,7J GBH 2-26 MY36","149,00",https://www.prolians.fr/perforateur-burineur-filaire-sds-830w-2-7j-gbh-2-26-my36-bosch60911177.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/0/60911177_0_20250412063252_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/0/60911177_1_20250412063253_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/0/60911177_2_20250412063253_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/0/60911177_3_20250412063254_1.jpg",06112A3000,"

            Description du produit 

            Le GBH 2-26 Professional est un perforateur SDS plus réputé pour sa polyvalence et sa performance, parfaitement adapté à une utilisation quotidienne. Grâce à une force de frappe de 2,7 joules, il permet une progression rapide lors du perçage ainsi qu'une capacité de burinage remarquable. Conçu avec des composants de haute qualité, cet outil offre une grande robustesse et une durabilité exceptionnelle, garantissant ainsi une utilisation fiable sur le long terme. Son mode burinage, activable indépendamment, permet de répondre à une large gamme d'applications, que ce soit pour des travaux de perçage ou de burinage dans des matériaux tels que le béton, la maçonnerie, le bois ou encore le métal. De plus, il est compatible avec divers dispositifs d'aspiration de poussière, ce qui améliore le confort de travail. Le GBH 2-26 Professional est équipé de fonctionnalités supplémentaires telles que la réversibilité droite/gauche, un embrayage de sécurité pour protéger l'utilisateur, un variateur de vitesse pour un contrôle précis, ainsi que la fonction Vario-Lock qui permet de positionner le burin selon les besoins de l'utilisateur.Livré avec une poignée supplémentaire, une butée de profondeur 210 mm et un chiffon et un coffret L-CASE . 
",,3165140859127.0,215,3165140859127.0,215,BOSCH
27,27,5411,Lame de scie sauteuse T111C acier au carbone - Longueur 100 mm (x5),"13,71",https://www.prolians.fr/lame-de-scie-sauteuse-t111c-acier-au-carbone-longueur-100-mm-x5-bosch17247832.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/1/7/17247832_0_20250412011450_1.jpg,2608630033,"

            Description du produit 

Une qualité garantissant un résultat optimal  La géométrie des dents est déterminante pour le résultat. Dents fraisées, avoyées : Lame pour coupes relativement brute avec une progression rapide dans le bois dur et tendre, l'aluminium, les matières plastiques et les métaux non ferreux.  Coupe rapide Bois tendre (4-50mm) ,panneaux de particules,panneaux lattés,panneaux de fibres. Emmanchement simple accroche.  
",,3165140006811.0,"7,34",3165140006811.0,"7,34",BOSCH
